Metodo,Acuracia
"Clf Binning ""lOBlank"" and ""total_Op""",0.993993993993994
"Clf Binning ""lOBlank"" and ""total_Opnd""",0.996996996996997
"Clf Binning ""lOBlank"" and ""branchCount""",1.0
"Clf Binning ""uniq_Op"" and ""uniq_Opnd""",0.996996996996997
"Clf Binning ""uniq_Op"" and ""total_Op""",0.996996996996997
"Clf Binning ""uniq_Op"" and ""total_Opnd""",0.996996996996997
"Clf Binning ""uniq_Op"" and ""branchCount""",0.996996996996997
"Clf Binning ""uniq_Opnd"" and ""total_Op""",0.993993993993994
"Clf Binning ""uniq_Opnd"" and ""total_Opnd""",0.990990990990991
"Clf Binning ""uniq_Opnd"" and ""branchCount""",0.993993993993994
"Clf Binning ""total_Op"" and ""total_Opnd""",0.996996996996997
"Clf Binning ""total_Op"" and ""branchCount""",0.996996996996997
"Clf Binning ""total_Opnd"" and ""branchCount""",0.996996996996997
